game_id,team_abbreviation_home,season_fg_pct_home,season_3pt_pct_home,season_tov_avg_home,season_ast_avg_home,season_ast_tov_pct_home,season_avg_fta_game_home,season_ft_pct_game_home,team_abbreviation_away,season_fg_pct_away,season_3pt_pct_away,season_tov_avg_away,season_ast_avg_away,season_ast_tov_pct_away,season_avg_fta_game_away,season_ft_pct_game_away,off_1,off_1_num_games,off_1_avg_fta,off_1_avg_pts_per_game,off_1_avg_score_diff,off_1_avg_pbp,off_2,off_2_num_games,off_2_avg_fta,off_2_avg_pts_per_game,off_2_avg_score_diff,off_2_avg_pbp,off_3,off_3_num_games,off_3_avg_fta,off_3_avg_pts_per_game,off_3_avg_score_diff,off_3_avg_pbp,total_game_points,matchup_fg_pct,matchup_3pt_pct,matchup_tov_avg,matchup_ast_avg,matchup_ast_tov_pct,matchup_avg_fta_game,matchup_ft_pct_game
0022201131,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,CLE,0.48480487804878053,0.3671951219512195,12.902439024390244,24.317073170731707,1.88468809073724,22.0,0.7888780487804876,David_Guthrie,50,46.88,229.88,11,468,Brett_Nansel,48,47.666666666666664,230.02083333333334,10,464,CJ_Washington,34,48.76470588235294,231.88235294117646,11,471,238.0,1.0153333333333334,0.8536666666666667,28.333333333333332,47.0,1.6588235294117648,49.0,1.6773333333333333
0022201191,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,WAS,0.4873658536585366,0.33775609756097574,14.073170731707316,24.878048780487806,1.7677642980935875,23.902439024390244,0.7558048780487806,Brent_Barnaky,50,44.72,227.88,12,464,Curtis_Blair,52,45.57692307692308,228.30769230769232,8,457,Jason_Goldenberg,38,49.26315789473684,235.21052631578948,11,471,250.0,0.9935,0.71875,27.0,51.25,1.8981481481481481,46.25,1.63725
0022201205,ATL,0.4825609756097561,0.347439024390244,12.658536585365853,25.29268292682927,1.998073217726397,22.26829268292683,0.8225365853658537,PHI,0.4954146341463414,0.3837560975609756,13.731707317073171,24.634146341463413,1.7939609236234457,25.170731707317074,0.8302439024390246,Tony_Brothers,50,48.4,233.7,10,478,Kevin_Cutler,46,46.52173913043478,228.30434782608697,10,462,Ashley_Moyer-Gleich,50,47.34,234.36,10,462,267.0,0.95875,0.6545,34.75,48.0,1.381294964028777,52.0,1.601
0022200006,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,NOP,0.47868292682926816,0.3484878048780488,14.585365853658537,25.926829268292682,1.7775919732441472,24.073170731707318,0.79190243902439,John_Butler,41,47.48780487804878,229.4878048780488,13,471,Tre_Maddox,48,42.979166666666664,223.77083333333334,12,462,Kevin_Scott,51,46.411764705882355,229.23529411764707,12,467,238.0,0.886,0.817,29.0,47.5,1.6379310344827587,47.0,1.6099999999999999
0022200066,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,DAL,0.47526829268292675,0.3776585365853659,12.75609756097561,23.48780487804878,1.841300191204589,24.634146341463413,0.7550243902439022,Bill_Kennedy,57,48.29824561403509,230.01754385964912,10,470,Dedric_Taylor,52,46.48076923076923,229.48076923076923,10,469,Scott_Twardoski,38,46.026315789473685,230.10526315789474,9,472,254.0,0.925,0.8085,34.5,42.5,1.2318840579710144,54.0,1.6204999999999998
0022200083,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,IND,0.4651951219512194,0.36529268292682926,15.048780487804878,26.5609756097561,1.7649918962722853,23.48780487804878,0.7815365853658537,Tony_Brothers,50,48.4,233.7,10,478,Sha'Rae_Mitchell,5,49.6,240.0,6,488,Aaron_Smith,54,45.53703703703704,229.2962962962963,12,462,241.0,1.0105,0.75625,32.75,53.25,1.6259541984732824,49.75,1.5797499999999998
0022200098,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,IND,0.4651951219512194,0.36529268292682926,15.048780487804878,26.5609756097561,1.7649918962722853,23.48780487804878,0.7815365853658537,John_Goble,49,42.89795918367347,225.14285714285714,10,466,Derek_Richardson,21,47.904761904761905,226.52380952380952,10,454,Ben_Taylor,56,48.32142857142857,230.375,12,470,225.0,1.0105,0.75625,32.75,53.25,1.6259541984732824,49.75,1.5797499999999998
0022200103,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,CHI,0.4866829268292681,0.3502439024390244,13.21951219512195,24.024390243902438,1.8173431734317342,21.390243902439025,0.7831707317073172,Kevin_Cutler,46,46.52173913043478,228.30434782608697,10,462,Justin_Van Duyne,49,43.10204081632653,225.53061224489795,11,460,James_Williams,51,42.78431372549019,228.45098039215685,13,460,207.0,0.9364999999999999,0.7030000000000001,26.0,44.75,1.7211538461538463,45.75,1.60225
0022200164,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,NYK,0.4618292682926829,0.35092682926829266,13.097560975609756,22.390243902439025,1.7094972067039107,25.170731707317074,0.7513902439024389,Brent_Barnaky,50,44.72,227.88,12,464,J.T._Orr,35,48.91428571428571,230.77142857142857,12,473,Sean_Wright,52,47.76923076923077,228.65384615384616,10,461,197.0,0.97925,0.8522500000000001,24.5,47.75,1.9489795918367347,44.75,1.44725
0022200243,BKN,0.48607317073170736,0.3852439024390244,13.634146341463415,25.975609756097562,1.9051878354203935,21.26829268292683,0.7991951219512198,MEM,0.46419512195121954,0.3471951219512195,14.292682926829269,25.48780487804878,1.7832764505119454,24.414634146341463,0.7327804878048779,Brian_Forte,53,46.81132075471698,227.96226415094338,9,468,Gediminas_Petraitis,53,48.283018867924525,230.56603773584905,10,473,Danielle_Scott,6,46.833333333333336,236.33333333333334,11,486,242.0,1.038,0.7879999999999999,24.5,54.5,2.2244897959183674,51.5,1.4315000000000002
